Commit Hash,Human tagged data,DEffort score,我的分数,标准化后的分数,,,总时间/s,调用图时间/s,DDG/s,CDG/s,,Changed LoC,ELOC,ERROR for 1
ca65326eee17a0eebb86287679e1d2eb32600edf,22,704.9330732,18458.68144,169.9471041,,,96.639,1.219,68.902,17.836,,200,0,1
be8a8a4aac24bd96d8cc01e8d7723034c88f9cac,6,161.5467827,1429.60506,45.73449315,,,18.574,1.243,12.393,3.402,,50,35.81,0
9aac3cb591373ff12f6a2424ac45dbc6cfe19772,4,100.1968178,694.9894876,21.79744935,,,39.113,1.226,28.322,7.015,,12,16.3,1
e14f8df5085c8e9c68f774bf3a8cc029320514b5,3,128.9926174,1592.602512,13.80761225,,,18.521,1.218,12.406,3.359,,3,0,1
e6b09bf3291dcf4c56e0aec20ccb436140bc7768,7,21.50361766,0,20.56570548,,,21.271,1.201,14.819,3.69,,74,0,1
35c1541c098b30da5a0a37e73006db77c07dc022,1,0.303,0,0,,,21.173,1.217,14.796,3.692,,7,0,1
94e751caf3e8280bbff094b3096e513339017217,21,3592.936389,94784.83031,541.5891835,,,181.766,1.216,136.629,35.817,,402,54,1
b7d3e2694ad7942ea8a50ff9465bed9f8deb4688,4,0.303,0,0,,,20.979,1.244,14.578,3.64,,7,0,1
6d7debde616235d81906b00d30601fe464eb8046,6,16.87441009,285.4002471,70.66941546,,,116.84,1.236,87.832,22.341,,37,4.31,1
373b6800d837d29b7538c08665c33e61659880d5,9,1057.148236,8769.728926,157.5428234,,,111.723,1.215,84.353,21.876,,106,97.5,1
1614d5d5a5de6f4faadff9ecb566982d56b65179,7,87.37330607,4042.927093,37.69426011,,,61.782,1.217,46.331,11.201,,12,46.52,0
870a5b3cfc5613051b23eaa6f93fae1c139c3aa3,11,488.1463586,5765.180812,25.24626355,,,38.513,1.262,27.789,7.112,,35,95.35,0
aa9f12c1267eede5723bebcfe95210e872ccbe22,6,34.98426371,199.5678221,63.81636824,,,142.407,1.233,104.931,28.4,,60,0.3,1
