Commit Hash,Human tagged data,DEffort score,我的分数,标准化后的分数,,,总时间/s,调用图时间/s,DDG/s,CDG/s,,Changed LoC,ELOC,ERROR for 1
a795fcc1b8eae06fe32463057f60883e16a160f8,1,5.636711391,1322.647523,11.8873673,,,19.609,1.201,13.125,3.439,,15,0.04,0
70062306dbbe3142b82c2036e8aabb33e0a13578,1,0.404,0,0,,,24.851,1.264,18.228,3.795,,10,0,1
338d0039c1e30038f22f0d5544842c1e87406a8a,2,0.3,0,0,,,20.318,1.262,13.555,3.803,,18,0,1
6eaf556c8b1449e97e19a6c4401cedfea0911753,2,12.12084769,945.8304873,43.63483347,,,83.62,1.255,62.767,15.095,,22,5.06,0
9e7afde6564ef59a707df2c7c3bb38930ab16b07,1,4.031299425,0,0,,,19.55,1.213,13.244,3.493,,4,0,1
2de23113188495ce1583acf0f1bef774987c8d35,4,751.2764468,14128.56922,60.99105205,,,26.737,1.212,19.647,4.291,,35,64.35375,0
8b2a048a713a3d2f06ceb39b90649257791dc090,1,11.00419208,122.3406938,10.97386229,,,26.608,1.201,19.551,4.244,,4,6,0
80b91afae2f42b938597387c0e8dce419416ca92,4,853.1683865,13467.64547,414.3381402,,,372.03,1.212,291.103,67.201,,308,29.37071429,1
b97095d3881f1e5a8c71b74a4f35d1847d5fab66,5,1076.323686,29712.66331,229.2893085,,,134.421,1.218,102.495,24.287,,245,31.47,1
d3df2d5854fb55f65a8db44f4ecb4814148e495f,3,26.38000405,625.3815502,250.4007075,,,290.405,1.392,220.19,56.595,,275,8.246,1
50e7c7e02cd28b3dc5ac99a0e32bc397915f46df,4,598.6262708,38214.15341,201.9378466,,,213.14,1.246,163.598,38.7,,314,24.81822222,1
5caa5493958d40f597b4419c5027c61ce13ceaf7,8,18822.26283,195923.0428,3726.970332,,,1229.767,1.205,954.815,232.198,,3818,87.254,1
9a8e46716e4c78122308ac8ac23b4e3f8139debb,7,31408.77958,319037.8153,2979.66221,,,1241.988,1.246,970.273,229.841,,3809,767.2861667,1
2c8c7fed126376167126df0da740b3cff0c26469,8,17432.37425,174448.6251,3706.467806,,,1251.192,1.231,978.898,230.493,,3824,116.639,1
180ed4ead46db35c3498c17184ca9062b099c1c8,2,78.42038584,16570.46589,99.71257749,,,115.669,1.211,84.266,21.401,,36,0,1
1ae63eb443ec00a4899aae13fa391880db406b6b,4,392.8805719,4088.843743,116.8184501,,,40.707,1.215,28.412,7.236,,163,97.13,0
0781568a6cc7b3ccf59fa6851e96ab1636e745c2,1,1.243276045,0,10.94878988,,,20.626,1.244,14.288,3.47,,4,0.02,0
dd873be40013bffbe07552367326bd2b60eaa807,6,3096.819714,41032.80532,379.4475265,,,735.691,1.249,567.914,139.689,,541,39.41333333,1
6c6eb523325ab87008092d986e5b1b1236e26411,3,5.101,7340.370359,32.07664314,,,21.263,1.214,14.552,3.634,,45,0,1
36b710d4417801bcd38adb92a16cd6ccc3446a4b,5,353.1546092,0,104.4516073,,,40.021,1.235,29.275,7.594,,105,0,1
deb5a1b3f006b495385df5f8cb3d065b80797add,4,9.32,143.7001911,49.19111856,,,21.013,1.223,14.469,3.541,,78,0,1
3bc61ccec213779b0d5164081825744d1da3dced,3,3.913969373,0,42.52008114,,,39.722,1.239,29.039,7.586,,110,0,1
