Commit Hash,Human tagged data,DEffort score,我的分数,标准化后的分数,,,总时间/s,调用图时间/s,DDG/s,CDG/s,,Changed LoC,ELOC,ERROR for 1
7845c380778889eab5c57c24da416bf4f3da9b50,11,1502.360322,6964.000853,323.1452345,,,344.824,1.443,268.337,63.577,,232,120.027,1
3958b1f78dc2b12da3ffd7426d3fc90550d46758,8,121.9999313,1142.272559,93.51517912,,,22.737,1.235,16.125,3.789,,36,7.007,0
aa236ec38d39f434c1641aeaef9241aec18affde,3,47.07695288,684.3981531,12.22745008,,,20.161,1.263,13.625,3.6,,36,5.11,0
63ee47cb642c8018e5cddd639aa2be143220ad4b,8,1273.936744,8423.209179,86.83537266,,,37.523,1.32,26.977,7.018,,52,78.18325,1
c5a3f21fbad3828deba1deb88168e1f76829f807,13,658.5758847,12533.43821,411.4529356,,,104.769,1.221,77.992,19.472,,195,30.4,1
477b3f77e159d15531fd30f41688d4b732a8b042,23,3305.79126,24986.02102,126.999138,,,20.401,1.454,12.955,4.38,,86,0,1
46d0f58d1266c17a9fe6354344e9b1b7145fcb3d,2,2.12416154,0,7.466921082,,,22.547,1.274,15.453,3.646,,10,1,0
3ee3c150edcfd39b8e72b49e33b2028938e27d0e,3,88.2898652,327.7091822,36.52228634,,,38.947,1.224,27.172,8.035,,31,0,1
5370b076e329444860b0ea0c7f33b10504281f27,3,0.434,0.064298902,18.86799315,,,26.76,1.225,19.054,4.322,,6,0,0
8bf2949c2934cf9a168df24d0d2a29c702556a91,6,309.7690933,3232.026852,192.3387578,,,39.655,1.255,28.342,7.305,,81,0,1
a817604a417349af15df0daf1589319282565f22,12,46.90658063,789.1768364,14.09407708,,,22.137,1.246,15.601,3.816,,23,16,0
bac26b8e429150d4cbf807e8692f207b7ce7d40d,9,1651.237023,10655.31732,56.93119337,,,67.335,1.257,51.413,12.036,,33,0,1
b75e1bbc7915f409ba0254fcc92c71ed6798e69b,0,21.7945887,0,125.6267161,,,353.925,1.252,266.936,75.313,,143,0.8,1
4d942db168c593ba86e46e2b26b026ff2b0d1018,0,11.72098297,0,0,,,32.229,1.391,23.879,5.326,,12,0,1
5bbc768fa6cd3e8a3a7bebf52b0ac1e4c6e0bd12,5,171.3205585,2921.973702,53.08551461,,,47.24,1.488,35.672,7.87,,60,30,0
69f7c4e243c385b318ed63205817347e4bbe379e,4,53.04822228,0,8.789453081,,,29.775,1.352,20.35,4.445,,16,8.04,0
