Commit Hash,Human tagged data,DEffort score,我的分数,标准化后的分数,,,总时间/s,调用图时间/s,DDG/s,CDG/s,,Changed LoC,ELOC,ERROR for 1
351ae2e174d39fd7f9dc9f1d3b608bae2fbb60ca,4,1372.64519,8470.147731,134.4581749,,,64.754,4.879,45.568,11.541,,138,1.08,1
7ef5077a347d016a80982ebbd71b6473fc639266,5,66.68523088,1439.128373,50.91830577,,,38.607,4.89,25.019,6.865,,81,0,1
024ea33548d69b53b541d7738102c15dc79cb3b8,10,1080.661421,38688.34178,256.5305565,,,44.214,4.653,29.431,7.78,,224,64.63,1
b84022e5ae1a681ef90420b3d0827d12edafda74,9,225.8006385,1466.130823,28.75913316,,,44.187,4.611,30.375,7.269,,42,0,1
c2c6c248163bde6dbd5d7ea5879deb709dc16629,2,33.04048551,5170.24459,59.37069938,,,23.739,4.591,13.805,3.581,,57,0,1
13047e98381d965f26b23a5f047314a5cad9d4b4,0,0.001,0,0,,,25.001,4.7,14.517,3.765,,50,0,1
b941cab2bce9894f6fc7cfb6efaf08a3cde5fe40,2,111.2365413,363.119136,31.89473297,,,25.281,4.577,14.45,3.692,,45,0,1
cbf5068bcd3886a1ac42e571e2c5a07bc2f0ca0f,1,0.483,28.37657693,33.62355707,,,26.41,5.32,15.671,3.841,,3,0.183,0
fa5d67424430acd09695a4c88247a547796c857b,10,114.7236131,3776.34358,47.03240309,,,21.897,4.871,12.24,3.415,,86,0,1
91020b9c4ea6269d38a1234c12e557eb9cebe4fc,6,61.3192542,1603.413002,47.91835062,,,26.565,4.555,16.411,3.97,,24,0,1
b738fa1f7661cc5287798b25904405e42ba8e54c,0,1.964875484,0,0,,,38.413,4.551,24.961,7.029,,8,0,1
292ca67a146587fa5fcaffad9a6b2fffc4f42be4,1,0.303,16.87585609,12.38598727,,,27.078,4.616,15.794,3.985,,3,0.01,0
c9f6980bc2f4d19dc1d5577e2fd6272573cbbe42,2,73.29402638,1692.933826,70.01553906,,,60.493,4.656,42.002,10.717,,143,0,1
65c0e440a4e4e483bcfec1309acd257e3076cbb9,6,55.99760936,1993.572607,26.15421066,,,25.512,4.498,15.747,3.753,,111,0,1
b6d626abc5df64cc51119e06a41b874723112418,3,34.71690891,2075.427742,11.66930178,,,28.874,4.784,18.442,4.134,,2,6.554166667,0
e33d951e10bdd859a8274ba46f47368b3fc42ae9,3,209.3710045,254.7448839,20.9890056,,,27.225,5.087,15.834,3.729,,23,0,1
4ea8c97ba35be092902ad974f1bba2168ee532d8,11,280.4159641,13971.88745,79.4075716,,,44.389,4.639,30.561,7.326,,213,0,1
76b6eb88ebd1db3413dde6105a420c1e2d7bba84,1,0.07,24.96267317,9.488348068,,,23.698,5.015,13.4,3.48,,3,1.101,0
eb5bfa822a48d2e9d97dc26e1739a7ab2aaf4878,5,637.5919947,44470.08388,98.66971098,,,68.654,4.592,48.255,11.523,,62,0,1
6df7a6041bb7e6f626fbb19d3b8a5b52237aef7d,12,522.0828356,23019.29826,100.9988983,,,49.396,5.064,33.975,7.929,,247,0,1
810be930a9a3b3f1a90c190c527fc551e8b0d8ab,2,23.47411004,2849.443188,14.7508606,,,26.82,4.397,15.98,3.867,,7,5,0
69d23e8acf176d77ff57b30f76c4ff54fdf00929,0,50.12708958,0,0,,,42.072,4.478,27.837,7.345,,43,0,1
5f3a6a6afee65ae851ff54627c29876aeeb426bb,6,211.2577882,49714.19444,81.93695392,,,27.719,4.567,17.374,4.147,,47,0,1
5275290f7d3474c1012808b0f8ea1d4c2b473dc4,7,903.6867358,13229.6273,91.31867365,,,38.702,4.346,25.113,6.822,,175,0,1
5e11af0cf7b819dd5b0b95d92470a6adceb689e8,7,1319.2895,9747.791001,113.7748047,,,113.81,4.285,83.331,21.215,,355,40.52,1
8b4791561f57b7cafbd1866f21a1ed46f00afce7,0,1.210679419,0,0,,,24.862,4.27,15.242,3.827,,22,0,1
3360d939a5d1f3814a37c12c1a80ddd9cc7f0e43,0,9.67318507,0,0,,,20.247,4.442,11.129,3.229,,9,0.2,0
b8940d020ff3fe7dfce63718b10fa7071fef8da8,0,110.8516945,0,0,,,21.647,4.576,12.272,3.346,,28,0,1
c56d48c7aba21474ea59ad8e6db6276f6188ec94,1,5.163112976,81.01860807,16.45339357,,,21.989,4.344,12.613,3.618,,8,0.24,0
5c7429be498b15d3077034998cec92610a695e1f,3,1064.075022,10589.37052,22.7153623,,,27.552,4.742,17.191,3.999,,117,16.99833373,0
